deposit the first,age,gender,gift,mobile banking,special benefits,label
7440,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7450,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7460,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7470,18,Both,no,no,yes,Sapiri Account-Sampayh bank
7480,6,Both,no,no,yes,Sapiri Account-Sampayh bank
7490,7,Both,no,no,yes,Sapiri Account-Sampayh bank
7500,8,Both,no,no,yes,Sapiri Account-Sampayh bank
7510,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7520,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7530,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7540,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7550,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7560,14,Both,no,no,yes,Sapiri Account-Sampayh bank
7570,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7580,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7590,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7600,18,Both,no,no,yes,Sapiri Account-Sampayh bank
7610,6,Both,no,no,yes,Sapiri Account-Sampayh bank
7620,7,Both,no,no,yes,Sapiri Account-Sampayh bank
7630,8,Both,no,no,yes,Sapiri Account-Sampayh bank
7640,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7650,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7660,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7670,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7680,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7690,14,Both,no,no,yes,Sapiri Account-Sampayh bank
7700,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7710,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7720,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7730,18,Both,no,no,yes,Sapiri Account-Sampayh bank
7740,6,Both,no,no,yes,Sapiri Account-Sampayh bank
7750,7,Both,no,no,yes,Sapiri Account-Sampayh bank
7760,8,Both,no,no,yes,Sapiri Account-Sampayh bank
7770,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7780,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7790,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7800,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7810,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7820,14,Both,no,no,yes,Sapiri Account-Sampayh bank
7830,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7840,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7850,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7860,18,Both,no,no,yes,Sapiri Account-Sampayh bank
7870,6,Both,no,no,yes,Sapiri Account-Sampayh bank
7880,7,Both,no,no,yes,Sapiri Account-Sampayh bank
7890,8,Both,no,no,yes,Sapiri Account-Sampayh bank
7900,9,Both,no,no,yes,Sapiri Account-Sampayh bank
7910,10,Both,no,no,yes,Sapiri Account-Sampayh bank
7920,11,Both,no,no,yes,Sapiri Account-Sampayh bank
7930,12,Both,no,no,yes,Sapiri Account-Sampayh bank
7940,13,Both,no,no,yes,Sapiri Account-Sampayh bank
7950,14,Both,no,no,yes,Sapiri Account-Sampayh bank
7960,15,Both,no,no,yes,Sapiri Account-Sampayh bank
7970,16,Both,no,no,yes,Sapiri Account-Sampayh bank
7980,17,Both,no,no,yes,Sapiri Account-Sampayh bank
7990,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8000,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8010,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8020,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8030,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8040,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8050,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8060,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8070,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8080,14,Both,no,no,yes,Sapiri Account-Sampayh bank
8090,15,Both,no,no,yes,Sapiri Account-Sampayh bank
8100,16,Both,no,no,yes,Sapiri Account-Sampayh bank
8110,17,Both,no,no,yes,Sapiri Account-Sampayh bank
8120,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8130,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8140,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8150,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8160,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8170,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8180,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8190,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8200,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8210,14,Both,no,no,yes,Sapiri Account-Sampayh bank
8220,15,Both,no,no,yes,Sapiri Account-Sampayh bank
8230,16,Both,no,no,yes,Sapiri Account-Sampayh bank
8240,17,Both,no,no,yes,Sapiri Account-Sampayh bank
8250,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8260,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8270,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8280,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8290,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8300,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8310,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8320,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8330,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8340,14,Both,no,no,yes,Sapiri Account-Sampayh bank
8350,15,Both,no,no,yes,Sapiri Account-Sampayh bank
8360,16,Both,no,no,yes,Sapiri Account-Sampayh bank
8370,17,Both,no,no,yes,Sapiri Account-Sampayh bank
8380,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8390,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8400,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8410,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8420,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8430,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8440,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8450,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8460,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8470,14,Both,no,no,yes,Sapiri Account-Sampayh bank
8480,15,Both,no,no,yes,Sapiri Account-Sampayh bank
8490,16,Both,no,no,yes,Sapiri Account-Sampayh bank
8500,17,Both,no,no,yes,Sapiri Account-Sampayh bank
8510,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8520,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8530,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8540,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8550,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8560,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8570,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8580,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8590,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8600,14,Both,no,no,yes,Sapiri Account-Sampayh bank
8610,15,Both,no,no,yes,Sapiri Account-Sampayh bank
8620,16,Both,no,no,yes,Sapiri Account-Sampayh bank
8630,17,Both,no,no,yes,Sapiri Account-Sampayh bank
8640,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8650,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8660,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8670,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8680,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8690,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8700,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8710,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8720,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8730,14,Both,no,no,yes,Sapiri Account-Sampayh bank
8740,15,Both,no,no,yes,Sapiri Account-Sampayh bank
8750,16,Both,no,no,yes,Sapiri Account-Sampayh bank
8760,17,Both,no,no,yes,Sapiri Account-Sampayh bank
8770,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8780,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8790,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8800,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8810,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8820,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8830,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8840,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8850,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8860,14,Both,no,no,yes,Sapiri Account-Sampayh bank
8870,15,Both,no,no,yes,Sapiri Account-Sampayh bank
8880,16,Both,no,no,yes,Sapiri Account-Sampayh bank
8890,17,Both,no,no,yes,Sapiri Account-Sampayh bank
8900,18,Both,no,no,yes,Sapiri Account-Sampayh bank
8910,6,Both,no,no,yes,Sapiri Account-Sampayh bank
8920,7,Both,no,no,yes,Sapiri Account-Sampayh bank
8930,8,Both,no,no,yes,Sapiri Account-Sampayh bank
8940,9,Both,no,no,yes,Sapiri Account-Sampayh bank
8950,10,Both,no,no,yes,Sapiri Account-Sampayh bank
8960,11,Both,no,no,yes,Sapiri Account-Sampayh bank
8970,12,Both,no,no,yes,Sapiri Account-Sampayh bank
8980,13,Both,no,no,yes,Sapiri Account-Sampayh bank
8990,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9000,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9010,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9020,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9030,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9040,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9050,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9060,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9070,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9080,10,Both,no,no,yes,Sapiri Account-Sampayh bank
9090,11,Both,no,no,yes,Sapiri Account-Sampayh bank
9100,12,Both,no,no,yes,Sapiri Account-Sampayh bank
9110,13,Both,no,no,yes,Sapiri Account-Sampayh bank
9120,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9130,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9140,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9150,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9160,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9170,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9180,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9190,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9200,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9210,10,Both,no,no,yes,Sapiri Account-Sampayh bank
9220,11,Both,no,no,yes,Sapiri Account-Sampayh bank
9230,12,Both,no,no,yes,Sapiri Account-Sampayh bank
9240,13,Both,no,no,yes,Sapiri Account-Sampayh bank
9250,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9260,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9270,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9280,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9290,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9300,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9310,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9320,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9330,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9340,10,Both,no,no,yes,Sapiri Account-Sampayh bank
9350,11,Both,no,no,yes,Sapiri Account-Sampayh bank
9360,12,Both,no,no,yes,Sapiri Account-Sampayh bank
9370,13,Both,no,no,yes,Sapiri Account-Sampayh bank
9380,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9390,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9400,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9410,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9420,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9430,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9440,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9450,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9460,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9470,10,Both,no,no,yes,Sapiri Account-Sampayh bank
9480,11,Both,no,no,yes,Sapiri Account-Sampayh bank
9490,12,Both,no,no,yes,Sapiri Account-Sampayh bank
9500,13,Both,no,no,yes,Sapiri Account-Sampayh bank
9510,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9520,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9530,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9540,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9550,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9560,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9570,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9580,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9590,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9600,10,Both,no,no,yes,Sapiri Account-Sampayh bank
9610,11,Both,no,no,yes,Sapiri Account-Sampayh bank
9620,12,Both,no,no,yes,Sapiri Account-Sampayh bank
9630,13,Both,no,no,yes,Sapiri Account-Sampayh bank
9640,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9650,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9660,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9670,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9680,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9690,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9700,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9710,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9720,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9730,10,Both,no,no,yes,Sapiri Account-Sampayh bank
9740,11,Both,no,no,yes,Sapiri Account-Sampayh bank
9750,12,Both,no,no,yes,Sapiri Account-Sampayh bank
9760,13,Both,no,no,yes,Sapiri Account-Sampayh bank
9770,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9780,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9790,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9800,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9810,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9820,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9830,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9840,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9850,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9860,10,Both,no,no,yes,Sapiri Account-Sampayh bank
9870,11,Both,no,no,yes,Sapiri Account-Sampayh bank
9880,12,Both,no,no,yes,Sapiri Account-Sampayh bank
9890,13,Both,no,no,yes,Sapiri Account-Sampayh bank
9900,14,Both,no,no,yes,Sapiri Account-Sampayh bank
9910,15,Both,no,no,yes,Sapiri Account-Sampayh bank
9920,16,Both,no,no,yes,Sapiri Account-Sampayh bank
9930,17,Both,no,no,yes,Sapiri Account-Sampayh bank
9940,18,Both,no,no,yes,Sapiri Account-Sampayh bank
9950,6,Both,no,no,yes,Sapiri Account-Sampayh bank
9960,7,Both,no,no,yes,Sapiri Account-Sampayh bank
9970,8,Both,no,no,yes,Sapiri Account-Sampayh bank
9980,9,Both,no,no,yes,Sapiri Account-Sampayh bank
9990,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10000,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10010,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10020,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10030,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10040,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10050,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10060,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10070,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10080,6,Both,no,no,yes,Sapiri Account-Sampayh bank
10090,7,Both,no,no,yes,Sapiri Account-Sampayh bank
10100,8,Both,no,no,yes,Sapiri Account-Sampayh bank
10110,9,Both,no,no,yes,Sapiri Account-Sampayh bank
10120,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10130,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10140,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10150,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10160,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10170,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10180,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10190,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10200,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10210,6,Both,no,no,yes,Sapiri Account-Sampayh bank
10220,7,Both,no,no,yes,Sapiri Account-Sampayh bank
10230,8,Both,no,no,yes,Sapiri Account-Sampayh bank
10240,9,Both,no,no,yes,Sapiri Account-Sampayh bank
10250,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10260,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10270,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10280,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10290,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10300,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10310,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10320,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10330,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10340,6,Both,no,no,yes,Sapiri Account-Sampayh bank
10350,7,Both,no,no,yes,Sapiri Account-Sampayh bank
10360,8,Both,no,no,yes,Sapiri Account-Sampayh bank
10370,9,Both,no,no,yes,Sapiri Account-Sampayh bank
10380,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10390,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10400,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10410,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10420,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10430,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10440,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10450,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10460,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10470,6,Both,no,no,yes,Sapiri Account-Sampayh bank
10480,7,Both,no,no,yes,Sapiri Account-Sampayh bank
10490,8,Both,no,no,yes,Sapiri Account-Sampayh bank
10500,9,Both,no,no,yes,Sapiri Account-Sampayh bank
10510,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10520,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10530,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10540,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10550,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10560,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10570,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10580,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10590,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10600,6,Both,no,no,yes,Sapiri Account-Sampayh bank
10610,7,Both,no,no,yes,Sapiri Account-Sampayh bank
10620,8,Both,no,no,yes,Sapiri Account-Sampayh bank
10630,9,Both,no,no,yes,Sapiri Account-Sampayh bank
10640,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10650,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10660,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10670,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10680,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10690,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10700,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10710,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10720,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10730,6,Both,no,no,yes,Sapiri Account-Sampayh bank
10740,7,Both,no,no,yes,Sapiri Account-Sampayh bank
10750,8,Both,no,no,yes,Sapiri Account-Sampayh bank
10760,9,Both,no,no,yes,Sapiri Account-Sampayh bank
10770,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10780,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10790,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10800,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10810,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10820,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10830,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10840,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10850,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10860,6,Both,no,no,yes,Sapiri Account-Sampayh bank
10870,7,Both,no,no,yes,Sapiri Account-Sampayh bank
10880,8,Both,no,no,yes,Sapiri Account-Sampayh bank
10890,9,Both,no,no,yes,Sapiri Account-Sampayh bank
10900,10,Both,no,no,yes,Sapiri Account-Sampayh bank
10910,11,Both,no,no,yes,Sapiri Account-Sampayh bank
10920,12,Both,no,no,yes,Sapiri Account-Sampayh bank
10930,13,Both,no,no,yes,Sapiri Account-Sampayh bank
10940,14,Both,no,no,yes,Sapiri Account-Sampayh bank
10950,15,Both,no,no,yes,Sapiri Account-Sampayh bank
10960,16,Both,no,no,yes,Sapiri Account-Sampayh bank
10970,17,Both,no,no,yes,Sapiri Account-Sampayh bank
10980,18,Both,no,no,yes,Sapiri Account-Sampayh bank
10990,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11000,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11010,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11020,9,Both,no,no,yes,Sapiri Account-Sampayh bank
11030,10,Both,no,no,yes,Sapiri Account-Sampayh bank
11040,11,Both,no,no,yes,Sapiri Account-Sampayh bank
11050,12,Both,no,no,yes,Sapiri Account-Sampayh bank
11060,13,Both,no,no,yes,Sapiri Account-Sampayh bank
11070,14,Both,no,no,yes,Sapiri Account-Sampayh bank
11080,15,Both,no,no,yes,Sapiri Account-Sampayh bank
11090,16,Both,no,no,yes,Sapiri Account-Sampayh bank
11100,17,Both,no,no,yes,Sapiri Account-Sampayh bank
11110,18,Both,no,no,yes,Sapiri Account-Sampayh bank
11120,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11130,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11140,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11150,9,Both,no,no,yes,Sapiri Account-Sampayh bank
11160,10,Both,no,no,yes,Sapiri Account-Sampayh bank
11170,11,Both,no,no,yes,Sapiri Account-Sampayh bank
11180,12,Both,no,no,yes,Sapiri Account-Sampayh bank
11190,13,Both,no,no,yes,Sapiri Account-Sampayh bank
11200,14,Both,no,no,yes,Sapiri Account-Sampayh bank
11210,15,Both,no,no,yes,Sapiri Account-Sampayh bank
11220,16,Both,no,no,yes,Sapiri Account-Sampayh bank
11230,17,Both,no,no,yes,Sapiri Account-Sampayh bank
11240,18,Both,no,no,yes,Sapiri Account-Sampayh bank
11250,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11260,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11270,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11280,9,Both,no,no,yes,Sapiri Account-Sampayh bank
11290,10,Both,no,no,yes,Sapiri Account-Sampayh bank
11300,11,Both,no,no,yes,Sapiri Account-Sampayh bank
11310,12,Both,no,no,yes,Sapiri Account-Sampayh bank
11320,13,Both,no,no,yes,Sapiri Account-Sampayh bank
11330,14,Both,no,no,yes,Sapiri Account-Sampayh bank
11340,15,Both,no,no,yes,Sapiri Account-Sampayh bank
11350,16,Both,no,no,yes,Sapiri Account-Sampayh bank
11360,17,Both,no,no,yes,Sapiri Account-Sampayh bank
11370,18,Both,no,no,yes,Sapiri Account-Sampayh bank
11380,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11390,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11400,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11410,9,Both,no,no,yes,Sapiri Account-Sampayh bank
11420,10,Both,no,no,yes,Sapiri Account-Sampayh bank
11430,11,Both,no,no,yes,Sapiri Account-Sampayh bank
11440,12,Both,no,no,yes,Sapiri Account-Sampayh bank
11450,13,Both,no,no,yes,Sapiri Account-Sampayh bank
11460,14,Both,no,no,yes,Sapiri Account-Sampayh bank
11470,15,Both,no,no,yes,Sapiri Account-Sampayh bank
11480,16,Both,no,no,yes,Sapiri Account-Sampayh bank
11490,17,Both,no,no,yes,Sapiri Account-Sampayh bank
11500,18,Both,no,no,yes,Sapiri Account-Sampayh bank
11510,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11520,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11530,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11540,9,Both,no,no,yes,Sapiri Account-Sampayh bank
11550,10,Both,no,no,yes,Sapiri Account-Sampayh bank
11560,11,Both,no,no,yes,Sapiri Account-Sampayh bank
11570,12,Both,no,no,yes,Sapiri Account-Sampayh bank
11580,13,Both,no,no,yes,Sapiri Account-Sampayh bank
11590,14,Both,no,no,yes,Sapiri Account-Sampayh bank
11600,15,Both,no,no,yes,Sapiri Account-Sampayh bank
11610,16,Both,no,no,yes,Sapiri Account-Sampayh bank
11620,17,Both,no,no,yes,Sapiri Account-Sampayh bank
11630,18,Both,no,no,yes,Sapiri Account-Sampayh bank
11640,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11650,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11660,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11670,9,Both,no,no,yes,Sapiri Account-Sampayh bank
11680,10,Both,no,no,yes,Sapiri Account-Sampayh bank
11690,11,Both,no,no,yes,Sapiri Account-Sampayh bank
11700,12,Both,no,no,yes,Sapiri Account-Sampayh bank
11710,13,Both,no,no,yes,Sapiri Account-Sampayh bank
11720,14,Both,no,no,yes,Sapiri Account-Sampayh bank
11730,15,Both,no,no,yes,Sapiri Account-Sampayh bank
11740,16,Both,no,no,yes,Sapiri Account-Sampayh bank
11750,17,Both,no,no,yes,Sapiri Account-Sampayh bank
11760,18,Both,no,no,yes,Sapiri Account-Sampayh bank
11770,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11780,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11790,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11800,9,Both,no,no,yes,Sapiri Account-Sampayh bank
11810,10,Both,no,no,yes,Sapiri Account-Sampayh bank
11820,11,Both,no,no,yes,Sapiri Account-Sampayh bank
11830,12,Both,no,no,yes,Sapiri Account-Sampayh bank
11840,13,Both,no,no,yes,Sapiri Account-Sampayh bank
11850,14,Both,no,no,yes,Sapiri Account-Sampayh bank
11860,15,Both,no,no,yes,Sapiri Account-Sampayh bank
11870,16,Both,no,no,yes,Sapiri Account-Sampayh bank
11880,17,Both,no,no,yes,Sapiri Account-Sampayh bank
11890,18,Both,no,no,yes,Sapiri Account-Sampayh bank
11900,6,Both,no,no,yes,Sapiri Account-Sampayh bank
11910,7,Both,no,no,yes,Sapiri Account-Sampayh bank
11920,8,Both,no,no,yes,Sapiri Account-Sampayh bank
11930,9,Both,no,no,yes,Sapiri Account-Sampayh bank
